n,a_n
78783,59890
78784,-76364
78785,76067
78786,29435
78787,-77874
78788,-15750
78789,73320
78790,78648
78791,77201
78792,-37624
78793,-22254
78794,68048
78795,70336
78796,70852
78797,26210
78798,23849
78799,-72560
78800,-77146
78801,-68383
78802,-3728
78803,-69145
78804,78271
78805,77072
78806,50317
78807,74839
78808,-1588
78809,78587
78810,-4710
78811,53869
78812,-8715
78813,-17348
78814,-9851
78815,67755
78816,-21119
78817,-73857
78818,75910
78819,23538
78820,73112
78821,59518
78822,-39657
78823,49312
78824,78821
78825,-78820
78826,43323
78827,33387
78828,-75847
78829,-35804
78830,-52658
78831,77342
78832,60229
78833,-78758
78834,77864
78835,28793
78836,-23551
78837,-78735
78838,-31054
78839,-47298
78840,76424
78841,78757
78842,-31702
78843,14774
78844,62258
78845,-68720
78846,-56684
78847,19027
78848,78725
78849,13361
78850,15164
78851,35549
78852,-75132
78853,57202
78854,-9361
78855,63965
78856,64958
78857,51477
78858,-71559
78859,15474
78860,-78572
78861,-54767
78862,-29600
78863,6776
78864,31820
78865,73273
78866,-78705
78867,-76415
78868,70279
78869,78869
78870,49809
78871,64223
78872,43130
78873,63014
78874,-5155
78875,-27311
78876,71505
78877,56050
78878,-59025
78879,-54180
78880,-7329
78881,-25985
78882,61154
78883,-18946
78884,-63950
78885,20288
78886,-31105
78887,7177
78888,78849
78889,76173
78890,73444
78891,-12024
78892,71178
78893,69004
78894,69678
78895,-45620
78896,63388
78897,-6703
78898,72295
78899,48989
78900,-66212
78901,16202
78902,-56969
78903,47198
78904,-75769
78905,-5388
78906,13238
78907,-49086
78908,-77553
78909,27524
78910,-38301
78911,75987
78912,-76005
78913,34246
78914,37936
78915,-75342
78916,-25194
78917,78917
78918,15105
78919,17420
78920,10327
78921,-43579
78922,72770
78923,-75818
78924,73479
78925,-22528
78926,-27874
78927,-77039
78928,-60067
78929,19648
78930,36420
78931,36701
78932,62543
78933,13626
78934,-62449
78935,-32272
78936,-78931
78937,-78816
78938,21552
78939,49295
78940,-21033
78941,2932
78942,-61546
78943,-63830
78944,60824
78945,28940
78946,-27180
78947,68858
78948,42753
78949,63494
78950,52596
78951,-40873
78952,-60828
78953,-36668
78954,48998
78955,78066
78956,-42220
78957,10728
78958,40519
78959,-75224
78960,-78245
78961,-37392
78962,-54638
78963,43239
78964,-75189
78965,75254
78966,22552
78967,78732
78968,-41042
78969,-18274
78970,-47445
78971,-48897
78972,-74990
78973,-14396
78974,-74229
78975,41364
78976,77067
78977,-43982
78978,23128
78979,-31124
78980,18892
78981,-78938
78982,-56583
78983,-17646
78984,-25293
78985,2962
78986,39373
78987,43333
78988,-66997
78989,44925
78990,17631
78991,29452
78992,33008
78993,51728
78994,-78548
78995,-74741
78996,-46595
78997,70485
78998,17800
78999,-20609
79000,-11973
79001,30062
79002,-7882
79003,-20005
79004,48568
79005,-67419
79006,-32331
79007,60386
79008,-78409
79009,-71473
79010,-77492
79011,-78653
79012,-6809
79013,72711
79014,72501
79015,-49389
79016,1727
79017,-60695
79018,42648
79019,-60891
79020,-47894
79021,32219
79022,-72888
79023,-7196
79024,-77718
79025,-75727
79026,-70101
79027,37785
79028,-69140
79029,13461
79030,52377
79031,28382
79032,59480
79033,-17735
79034,51483
79035,-78142
79036,72646
79037,-14808
79038,78620
79039,-78827
79040,76132
79041,-77230
79042,17848
79043,-45421
79044,11549
79045,38274
79046,1839
79047,-72731
79048,-914
79049,-15975
79050,105
79051,-76722
79052,72656
79053,-29816
79054,-59699
79055,-50030
79056,10794
79057,-38753
79058,78525
79059,-61517
79060,78692
79061,77734
79062,-79061
79063,24928
79064,40492
79065,-974
79066,-8383
79067,-74539
79068,-79067
79069,44903
79070,-16965
79071,-30764
79072,-78987
79073,-69644
79074,-72930
79075,-69292
79076,-67888
79077,76687
79078,52343
79079,-63146
79080,979
79081,-73024
79082,-57837
79083,-21794
79084,55151
79085,-26448
79086,-69320
79087,54374
79088,-50074
79089,12183
79090,-7602
79091,48133
79092,-48429
79093,77160
79094,48315
79095,-34162
79096,-24989
79097,-55175
79098,-56288
79099,6667
79100,40698
79101,76872
79102,-28560
79103,-17174
79104,-70028
79105,-74864
79106,12055
79107,-51506
79108,-31648
79109,31130
79110,3288
79111,75012
79112,-15115
79113,56626
79114,73952
79115,-70182
79116,73149
79117,12347
79118,40740
79119,-13657
79120,37703
79121,-53735
79122,-73722
79123,-77786
79124,-13063
79125,-20166
79126,9215
79127,-51504
79128,-52767
79129,-57298
79130,-78976
79131,-37781
79132,-16240
79133,70793
79134,27223
79135,-70514
79136,64502
79137,-73180
79138,20293
79139,-78591
79140,-62874
79141,76387
79142,58152
79143,71238
79144,-54234
79145,50134
79146,35454
79147,-71477
79148,39059
79149,32377
79150,-19876
79151,-59816
79152,-5996
79153,-76277
79154,60483
79155,68985
79156,74684
79157,69892
79158,-66103
79159,53897
79160,-12887
79161,-14708
79162,63781
79163,29803
79164,76052
79165,25285
79166,78702
79167,-73171
79168,13040
79169,54027
79170,-67920
79171,74703
79172,63545
79173,-430
79174,-30702
79175,-55965
79176,-49069
79177,35456
79178,-1159
79179,-19414
79180,68391
79181,-78795
79182,51891
79183,-76590
79184,71019
79185,12343
79186,24721
79187,15154
79188,-68408
79189,-14182
79190,-59531
79191,64908
79192,34145
79193,65349
79194,-52885
79195,42788
79196,-37404
79197,-15565
79198,-79180
79199,51099
79200,-66452
79201,-67986
79202,-74008
79203,79015
79204,-56994
79205,55363
79206,76045
79207,-30240
79208,65379
79209,50094
79210,-76432
79211,15138
79212,77020
79213,51907
79214,79165
79215,-535
79216,-63463
79217,-24409
79218,73093
79219,51359
79220,19088
79221,-24688
79222,-77548
79223,-63359
79224,47356
79225,-28473
79226,53757
79227,-74074
79228,-79156
79229,-33133
79230,-77758
79231,33762
79232,50813
79233,61092
79234,44037
79235,-76258
79236,67523
79237,-53960
79238,-359
79239,-59967
79240,-21851
79241,74499
79242,-52734
79243,55410
79244,-78236
79245,62957
79246,-39151
79247,-36053
79248,-6543
79249,-63882
79250,-59796
79251,69694
79252,62503
79253,-67290
79254,17830
79255,-78784
79256,60095
79257,39782
79258,-972
79259,75162
79260,45028
79261,34295
79262,77742
79263,11707
79264,78433
79265,-170
79266,-27474
79267,55306
79268,78155
79269,-79236
79270,75225
79271,33482
79272,-70447
79273,5838
79274,63114
79275,-44524
79276,-77331
79277,50877
79278,70400
79279,-3983
79280,40729
79281,78030
79282,-61019
79283,-12173
79284,-49331
79285,-78494
79286,76554
79287,-25673
79288,7538
79289,-76793
79290,7195
79291,54214
79292,35513
79293,33536
79294,38123
79295,17832
79296,24955
79297,-77001
79298,-42391
79299,79043
79300,40012
79301,49618
79302,-24518
79303,-67193
79304,-45838
79305,-65793
79306,-77790
79307,67755
79308,-21251
79309,-75683
79310,-70990
79311,-42747
79312,-48079
79313,-5230
79314,-54168
79315,-48593
79316,72565
79317,37534
79318,-78062
79319,23008
79320,-67777
79321,-21924
79322,-73194
79323,-73169
79324,-76581
79325,-79280
79326,74824
79327,-50360
79328,-21138
79329,-77648
79330,-30595
79331,-65479
79332,-74383
79333,-37287
79334,-42359
79335,62451
79336,52333
79337,27176
79338,74604
79339,-44751
79340,-66216
79341,48118
79342,77700
79343,67235
79344,-77684
79345,76521
79346,-74723
79347,17215
79348,-63497
79349,60688
79350,-76172
79351,-64289
79352,41619
79353,-57988
79354,-36838
79355,24623
79356,-57101
79357,44027
79358,52363
79359,-69472
79360,73377
79361,73365
79362,45672
79363,-36222
79364,42382
79365,74706
79366,-69743
79367,27733
79368,-65910
79369,45723
79370,20448
79371,46539
79372,-41725
79373,79217
79374,-78223
79375,36969
79376,-75628
79377,33811
79378,73391
79379,-19950
79380,-61514
79381,-79300
79382,6487
79383,30092
79384,76821
79385,28346
79386,44199
79387,5316
79388,32753
79389,-75211
79390,-75868
79391,78927
79392,-55142
79393,-55022
79394,-11568
79395,-48415
79396,-6694
79397,-53182
79398,-71449
79399,-19009
79400,-55681
79401,44059
79402,76607
79403,53354
79404,-25880
79405,33845
79406,-46291
79407,-28551
79408,-16236
79409,-19578
79410,31323
79411,76952
79412,76768
79413,3331
79414,62787
79415,-60736
79416,-31715
79417,46282
79418,4530
79419,-13950
79420,-77101
79421,-2624
79422,55294
79423,73199
79424,-8623
79425,-49438
79426,-75212
79427,-60696
79428,-33103
79429,3032
79430,-28213
79431,-79220
79432,-79399
79433,79364
79434,70297
79435,52547
79436,52458
79437,-24542
79438,9656
79439,-75529
79440,73164
79441,41609
79442,78213
79443,-7192
79444,61952
79445,-16334
79446,60195
79447,69182
79448,-66342
79449,66330
79450,-79439
79451,-50458
79452,61255
79453,17842
79454,-62008
79455,54498
79456,-56569
79457,-79148
79458,76243
79459,24397
79460,-45422
79461,-59874
79462,-79386
79463,70645
79464,-479
79465,-79122
79466,66392
79467,-52547
79468,-52473
79469,-67804
79470,-66625
79471,75280
79472,72761
79473,78658
79474,-73980
79475,-77805
79476,-24721
79477,-15215
79478,20950
79479,76174
79480,15559
79481,76760
79482,-79052
79483,8253
79484,-2871
79485,32101
79486,16283
79487,-9934
79488,-22271
79489,19639
79490,-62481
79491,-67114
79492,12359
79493,-2023
79494,14678
79495,36651
79496,73507
79497,1203
79498,18120
79499,-51601
79500,26560
79501,65837
79502,77696
79503,-75983
79504,-33866
79505,28665
79506,71167
79507,-38233
79508,14441
79509,62351
79510,14966
79511,-41380
79512,69304
79513,35734
79514,79432
79515,-2274
79516,39035
79517,-51911
79518,49818
79519,-78019
79520,-50494
79521,-58074
79522,79208
79523,65846
79524,-77757
79525,-42229
79526,22626
79527,19656
79528,64467
79529,79422
79530,45158
79531,54051
79532,8064
79533,35899
79534,-1653
79535,-39672
79536,2551
79537,2132
79538,72317
79539,-49936
79540,29853
79541,79532
79542,-42223
79543,422
79544,68055
79545,77089
79546,44883
79547,63966
79548,-2546
79549,-76857
79550,-70057
79551,39266
79552,55181
79553,69972
79554,50832
79555,68240
79556,-79119
79557,-71971
79558,19981
79559,36086
79560,79194
79561,53201
79562,75991
79563,66283
79564,79106
79565,51076
79566,-1059
79567,22237
79568,57479
79569,32507
79570,-64297
79571,-73099
79572,-32598
79573,-58965
79574,34429
79575,-22460
79576,54480
79577,-79376
79578,-39538
79579,69282
79580,-35133
79581,42899
79582,-41756
79583,70634
79584,-79583
79585,-13845
79586,91
79587,8433
79588,65442
79589,39307
79590,-45414
79591,60496
79592,79345
79593,64087
79594,-79334
79595,-47490
79596,-79073
79597,61709
79598,76792
79599,-70603
79600,72765
79601,-42888
79602,67952
79603,-48114
79604,38755
79605,24517
79606,874
79607,47368
79608,-64004
79609,26010
79610,-54524
79611,79299
79612,-70278
79613,-43115
79614,17189
79615,-77623
79616,-40157
79617,-73077
79618,31974
79619,-72008
79620,-34291
79621,39296
79622,65186
79623,-70745
79624,-39908
79625,27190
79626,37079
79627,74725
79628,-63487
79629,-79009
79630,70466
79631,6112
79632,-79592
79633,-19695
79634,27726
79635,-79004
79636,55557
79637,70069
79638,-70331
79639,13099
79640,-78973
79641,27770
79642,-79176
79643,-79638
79644,78104
79645,-60621
79646,-58671
79647,78268
79648,-79461
79649,51127
79650,52592
79651,78527
79652,-19700
79653,-63735
79654,79506
79655,-78831
79656,-66352
79657,-79654
79658,-70321
79659,31753
79660,-63526
79661,-11517
79662,6264
79663,-26244
79664,60636
79665,-9555
79666,78723
79667,65776
79668,-36410
79669,69457
79670,36220
79671,-43550
79672,-75419
79673,-74679
79674,15907
79675,-71591
79676,-30038
79677,75164
79678,-78461
79679,-21756
79680,36146
79681,-73211
79682,49808
79683,73979
79684,55827
79685,62350
79686,73959
79687,-29128
79688,59717
79689,79638
79690,-78147
79691,-9326
79692,-78373
79693,-24460
79694,33977
79695,-49831
79696,64487
79697,36262
79698,78592
79699,74938
79700,-79684
79701,-47845
79702,79179
79703,-79026
79704,-55096
79705,75689
79706,78433
79707,-171
79708,-77841
79709,78305
79710,-57355
79711,-69423
79712,-6807
79713,-58893
79714,-51601
79715,26631
79716,22098
79717,2974
79718,70614
79719,-32649
79720,-79719
79721,70549
79722,78500
79723,-68115
79724,67596
79725,79481
79726,-76693
79727,-33966
79728,62444
79729,79018
79730,48986
79731,60122
79732,-77643
79733,-79265
79734,-39914
79735,5203
79736,39800
79737,59232
79738,31942
79739,-78922
79740,70725
79741,79306
79742,-28456
79743,41429
79744,-58180
79745,59680
79746,59148
79747,-75296
79748,79156
79749,33357
79750,-33300
79751,61578
79752,27913
79753,4041
79754,63059
79755,64981
79756,23387
79757,66430
79758,-68103
79759,34375
79760,-24086
79761,-44436
79762,-77135
79763,-39941
79764,74602
79765,78614
79766,-74756
79767,77631
79768,62287
79769,77962
79770,18710
79771,-77389
79772,66843
79773,49341
79774,-60152
79775,-5943
79776,62160
79777,34542
79778,-14973
79779,-13447
79780,-66407
79781,-1152
79782,-65563
79783,71207
79784,-26535
79785,-71406
79786,53831
79787,15075
79788,79606
79789,-73888
79790,61617
79791,-64591
79792,11530
79793,27736
79794,71875
79795,79586
79796,-2660
79797,-63919
79798,-12384
79799,12578
79800,-64299
79801,1845
79802,-61767
79803,11673
79804,-73109
79805,67038
79806,34397
79807,23427
79808,-11422
79809,58944
79810,79115
79811,-21460
79812,-17374
79813,-66838
79814,46132
79815,60149
79816,5352
79817,-76323
79818,-72790
79819,51533
79820,-79292
79821,77759
79822,-79142
79823,67263
79824,79632
79825,-70795
79826,-56732
79827,-71846
79828,63394
79829,15713
79830,-75666
79831,53883
79832,-79804
79833,-76090
79834,-46768
79835,-62031
79836,19985
79837,-77517
79838,-77772
79839,76202
79840,-36255
79841,-68063
79842,30733
79843,74443
79844,-14253
79845,-31527
79846,71789
79847,-35898
79848,-66282
79849,-50093
79850,23986
79851,4778
79852,28309
79853,-8658
79854,18158
79855,-31500
79856,-54408
79857,-75610
79858,76721
79859,-13183
79860,-61407
79861,-79070
79862,-54175
79863,-78356
79864,79820
79865,-79855
79866,-72691
79867,-58890
79868,59775
79869,6652
79870,-75754
79871,55962
79872,-57855
79873,43126
79874,-78067
79875,79874
79876,66918
79877,69879
79878,-42067
79879,-70235
79880,-79869
79881,22837
79882,-55208
79883,56873
79884,-54348
79885,79873
79886,72866
79887,-7972
79888,78157
79889,35324
79890,-5409
79891,58553
79892,-306
79893,76198
79894,77585
79895,18049
79896,-41777
79897,-8044
79898,-79805
79899,-61490
79900,-30602
79901,-20083
79902,-74525
79903,-11073
79904,-71716
79905,21863
79906,-48787
79907,74696
79908,79667
79909,48237
79910,66651
79911,-68495
79912,-72765
79913,43062
79914,-15056
79915,-79641
79916,-79793
79917,-24519
79918,-72302
79919,-78567
79920,-70885
79921,75715
79922,40024
79923,8745
79924,-74314
79925,-29219
79926,-65166
79927,-4509
79928,58139
79929,50656
79930,65483
79931,-27950
79932,-54477
79933,-78134
79934,-41843
79935,10157
79936,-18300
79937,17660
79938,-71519
79939,47945
79940,-73114
79941,-22542
79942,70228
79943,59415
79944,74505
79945,-67756
79946,76385
79947,24865
79948,51859
79949,-53321
79950,-75925
79951,67760
79952,67787
79953,-60348
79954,72871
79955,-78551
79956,78547
79957,62659
79958,5229
79959,78654
79960,70760
79961,-75439
79962,-5148
79963,-70158
79964,3772
79965,69473
79966,-14308
79967,-74149
79968,-72329
79969,8962
79970,65685
79971,43883
79972,75476
79973,55296
79974,-58893
79975,-51770
79976,-24045
79977,54528
79978,46708
79979,-74530
79980,72811
79981,79386
79982,-71108
79983,-74308
79984,-7274
79985,74919
79986,-79303
79987,-17720
